S6V5S2,42200
H4V2V4,2300
T6B2K5,6500
T9K1Z3,5300
L9H2Y6,5500
L1R3C7,11000
V2V6S4,6300
V0A1K3,26700
T2X3H6,37500
N8N4W9,8700
L8J0M4,15800
R0J0X0,15400
K2L1A6,5500
L6B0Y2,10100
J0R1R2,45200
T4P2B8,2100
V9W0C3,55000
N2Z2X3,36400
V2N6Y4,16500
L9A0B3,2200
L3B5N8,28300
N0E1P0,41000
B2X3V8,2100
K9J7V7,10000
R0H0C0,30600
V3J0A3,44400
H7W0B1,10500
V1G1K4,3700
T2Z3J7,16500
T9H2C8,15100
K2W0C7,5500
V0J2N1,37500
V6E3X8,5100
N5X2C9,55000
S0N1X0,42000
E5C3M6,7700
T2X0G1,7600
T2C3Y3,588000
V2W1H1,11000
V4K5C3,10500
M9W4H1,16500
L9N0V2,1100
R5G0K1,5500
N5X0C8,2100
V9G1G9,19800
L6Y6G2,2100
P1H2N5,30900
V1W4Z8,26300
L4C1H7,22000
J7W9Y1,60000
S0H3R0,42000
L1L0L9,2200
H4S2B2,11000
M4L3S7,2700
S0A1A0,37800
L2J3Z5,2200
A1A5E9,10000
K8A0K6,16000
K1N8T7,10500
V4W1V1,10500
P1A2C4,1600
V2T4M3,10800
N5A2E8,2800
K2G6B9,10500
N2V2Y5,22000
M5G0B9,10000
V6X0C2,11000
A1A1Z4,16500
K0G1L0,47500
L2A4V7,10500
P7B2N8,11000
P5E1S9,5000
T3A4Y3,4100
V9K1R1,8000
V2A2G7,2600
V5C3W5,5300
K2J0H6,4000
E2M2L7,10500
K8A6W7,34200
L2H2A7,12500
V3A0K6,3700
M9W4G8,10500
L1N7T8,22000
V2T5T1,8300
K2J0A4,2800
T7Z1K9,10400
L7R1B8,5500
H1R2K4,2100
T3E0Z6,5500
T2V0V7,10500
T2V5L1,110000
V8N6K8,16500
V9T3T5,10500
R0A0W3,10300
N3R1R6,2000
P6C2Z3,2800
T8N7P7,16200
N7S2B8,22000
T0M0L0,119600
N1R5S3,237000
B2G2L4,14200
K7V3Z6,2000
L5N3C4,7000
V5H4E3,10500
L7E0C2,33000
T1S1Y1,1100
S4T5Y2,1600
V1H1H7,184000
L6P1B7,4400
J7E1Z9,4200
L9Y2H1,25700
T4C1H1,8400
L9T0A3,5400
V0H1K0,35100
K0L2V0,27000
X1A3J3,5500
R0A0C0,217700
V1W3N3,11000
V3S9L5,13000
H7W1V9,66000
T6W3T3,30800
M6S4S3,5500
K0K3K0,47700
L2P2S5,2800
V1V2C9,5300
M1G1T1,4000
V3V2C1,5000
T9E8T4,25000
N1H8N8,10500
B0J2H0,103500
T3G3A2,18500
H7M2K4,21000
T2Z3Z2,11000
V3A0L3,5300
H1S1T7,11000
T2Z1J1,11000
L9L1B3,40600
V8C1P2,5300
V9Z1C2,195000
N4T0A4,5500
P7K1G2,61300
T9M0J6,6700
T2J4P7,10500
S7V1B1,5500
V3J3H5,8400
L4J8Y6,21000
V9A7M2,51500
L3Z3H8,2800
V2T5H7,15600
V1C2H5,11000
V3N1P2,8500
B3Z1C9,2100
V4X2K1,2500
L2S4E1,11000
T2Y2Y7,52000
V3E0T1,74300
V9P2A5,11000
L0L1V0,56000
L4X2T2,5500
T6L7A1,2200
V7S2N6,22000
M1L1L2,10800
L0R1C0,337500
T0E1N0,123000
T2V0K5,11000
N5V4R4,5500
L6X3Y1,11000
P3E5H4,82500
M6J3S2,7400
V6P4J3,10000
M6C3L8,1000
L7K0G1,52000
T4C2S1,6300
V3S7S4,6000
L8V3T6,6300
M1C2Z8,5500
J4L2C7,22000
T8A1S3,10000
L0B1M0,105200
M9C4X6,10500
T5N3Z6,10500
V1V2P3,1100
E3Y1C1,17600
T6W2A3,8300
L9P1M3,5500
V1S1R7,15800
K0J2J0,2200
V2Y3L3,6600
L3B4W4,26500
L1N5K4,11000
T0A3C0,118700
A2H1C4,30500
L2R6P9,37700
V1J7J6,10500
P0R1G0,18100
K2H5A2,15800
K0M2T0,258000
N0L1W0,144400
N7T7H4,21000
T0C2P0,171100
L6M1E5,4800
G1C3R5,4400
K0G1K0,132100
L4M2M6,20500
K0L2Y0,11000
B0J1T0,53100
J4B7T6,5000
V9L4G5,17600
S0G3V0,33000
J4R1N1,18400
E2J5A7,61500
L4N8P3,4300
L5J1P2,8000
L4K0K5,21300
K2J6L8,16300
V1G3H4,11000
M3H4S1,8300
L1S7P1,5600
N0M1G0,108200
V2V5K3,8500
V6K4A5,22000
T4H0B7,5500
B0P1J0,58900
K0L1L0,124800
L4E0P1,11000
R3J2Y6,11000
T8N0V2,7800
N8A4W7,10500
L6V3M7,7400
T5T0Y2,88000
V3C0B4,2200
M4A2X8,32000
J0A1M0,123200
L5G2G3,5000
N3R6V7,2100
G5Y6R6,10500
K0L1T0,79800
K7C2M2,10200
K0J1B0,52900
N7A3X9,48600
N2H1W6,2200
R0G0B1,69300
J0R1B0,49800
R0G1R0,75300
T0A2W0,65400
N0A1N6,70000
K2J3T4,1600
T0M1R0,107000
K1B1C7,26500
M2R1G9,30000
V1Y1R5,2200
J0P1B0,18200
V8X4X1,2800
T0L0T0,90800
L9H7N7,5500
T4B0T1,11000
K9J0E6,4200
L1C6L1,10000
B0T1P0,47500
E5N5M7,5500
N5Y5M6,16500
V9E2J2,8400
N0P2P0,317700
T4H1P2,274800
L8M2K9,3400
N0B2M1,16500
H9R2B5,215600
H7N2H8,1100
V1G4K3,22000
V7W3J3,33000
V1Y3J7,9500
R2Y0V5,1100
T4B0R5,2700
T6R2J3,22000
J4Y0K4,10800
V9S5N5,27500
L1E2Z2,5400
S0P0B0,92200
J4T1N5,11000
L3K5V4,29100
T8W2N9,48000
T0B1H0,38200
L5W0G1,20000
P0H2A0,16700
V4A4G4,4200
R1N3L5,49500
V3A8S8,8100
V7S1L1,16000
V2P4K1,37000
V0N1T0,84600
N2V2T4,2800
M4K2G7,3600
J0K1E0,14800
H3W1B8,2800
G3C2J3,5500
G8G1N5,2100
T6T1T1,10500
M1B5K8,24000
J7V8P4,20600
L1J5P4,30000
K1B4W6,13300
H1W4A1,10500
L3R2S1,41800
T4J1R4,46900
L5A4E6,5500
T8N6T4,10500
P7C2G9,4200
S0G3R0,124000
S4L1B1,10500
T8L0M6,6300
A0A3W0,15500
T1S0V6,20900
E5P1A1,3200
S7L1J2,16300
T4J1R1,78600
H3Z1V1,1100
V4E1E2,11000
V2S2M5,41900
L4W2X6,315000
V6B0P4,66000
N0L1J0,32500
L4N5V5,13800
V7S2N4,2200
J1X3W2,16500
T2R0Y5,11000
K0L2H0,207800
V3S7A5,2100
G0X2X0,9700
L8P1Y9,5500
L6H0V2,9000
T6G2R3,11000
L0K1E0,4777700
T0L0V0,207400
T2X1K1,10500
V3R8W3,10500
J9H2G1,10500
N0H1J0,55900
J3E2N5,11000
V9T1A3,10500
T3E2M8,10100
T0B1C0,94600
V9N1C4,22000
T5R0P5,10500
E3A2B6,4200
K4K1K3,22000
L1G7X4,2200
V5P3T8,7700
V0C2K0,134200
M2R2L3,122000
T2H1N1,4400
T2X0W1,11000
B0K1N0,20200
L8T1S3,2100
T4J1R3,151700
V0E1M4,62500
H7L4Z1,3300
K9J6X7,40000
N0G2T0,105700
L6J7R9,2200
J9A3G6,4200
V2Z1J6,9700
B4N5K1,2200
T0H3N0,195800
L9G1R1,16800
V3B2W7,16000
K2H5S2,10500
V6V2Y6,5000
P2A1P8,11000
J1R0X2,5200
T1W0H3,5500
R2C0A1,4200
V6R1T9,4400
L1Z2B5,6300
S0K3Y0,21000
T4N5R6,16500
L5N3N6,5500
V8L5A6,11000
L3P1B3,5300
N4B1N1,732000
N3Y4K4,11500
T9H3V6,4400
V9A7L7,16100
M4M1W6,2200
T5X6A1,50500
N0L1A0,146100
V6B0R6,112000
J1H3B3,42800
L6A4Z4,8400
L3P1X7,6600
V0G1M0,90500
N8W3C4,13800
H2L3C5,5500
V2N2C4,3300
M6L1N3,13200
V9Y3Z1,10400
V2P0H4,6300
G0V1A0,20000
V3C0B2,10200
V4V1N9,12800
H9P2B6,7100
B0E1H0,15500
N9J3G4,8800
T9V3M2,105000
V2Z2W1,8600
L3Z1Z9,2200
H2S1G2,3300
L6Z1W7,2500
V9M1N3,31000
R5J0B2,11000
S0M2T0,7200
L6H1X1,22000
L4C5N2,8000
T6J6W8,5500
T0L0P0,26300
T9K2V4,24100
G0X1V0,4200
T2S1V6,33000
N2A2L7,2200
K7N0A4,5500
P7E5Y6,10500
M9R2R6,34800
L3X3A8,8500
N0B2V0,150600
H1G4L7,11000
R5G1P8,5500
V6B1C5,8100
T2H0W8,3300
V9C0H6,22000
G7H4Y8,2800
N5Z2K1,1000
S0C2C0,2800
T8X1V6,5000
N1R7T8,3900
S0M1A0,80000
T4B4J5,4100
V0H1N1,51400
G0S2C0,31000
K0K1H0,161700
V9K1R4,11000
L7M1J7,20000
L1J7X2,42000
V9A4S6,16400
N0H1K0,7900
M6B1K2,20800
K8V6M3,4200
K0M2J0,59500
N3B2P4,2100
M8W0B1,7900
J8X3M1,2500
M1E2B8,8200
L2P2V5,2100
J0R1T0,12500
J0J1K0,11000
R0G0A2,25400
S0G0Y0,5300
K9J6Y1,328200
T2T5B5,3300
T2Z2K5,2100
V4E3G6,5600
L8E3C4,10800
M8Z1E3,11000
T9A1W3,11000
M3H3J2,6000
M4L3J4,21000
H4W1M3,22000
S0A1M0,20100
N0H1W0,41700
N9J1N9,10500
G1E7A9,5500
K0L1Z0,110700
V1W5K5,2200
V2V6M9,5500
J7K0V8,42000
J1N2J2,10400
M5V0M8,22000
T2C5G5,4500
T6H5R4,10500
C1A6Z7,10600
S0A0L0,46300
V3M1J9,36000
N4S1K7,8400
P0J1H0,82200
G0N1X0,6600
V3L0J9,1100
K1S5M9,15800
M4J3S8,42000
T5H4B7,7700
T2X3M1,10500
K1A0A6,21600
B0S1M0,16500
L9K1N7,11000
V8K1P6,10000
V0R1S0,63400
V6B6M6,5900
R5J0A7,3300
T8N5V9,29000
V2K4Z2,4200
V6Z2M3,44000
T1K7W2,1100
N9V3Y2,2800
K2V4A3,5500
T5C0Z7,6600
X0E0T0,68200
T0G2A4,35200
K0A1B0,72600
T6R0V8,8100
V1V2N7,5500
V2R3W4,2200
N5H2R5,64700
S6H7V3,15800
M6H0A5,31400
L6S4Z4,5500
M5A2T4,4400
V2W1R1,20000
N0E1R0,34800
T2Y0J1,15200
K9J2G2,5000
V6P4P1,1700
T1R1C4,22000
S7L3Y2,11000
T3G0E3,10500
L7C1G8,3200
V9Z0S5,2300
V2P5V8,3300
R1N1B9,2100
L8V3W6,23700
K1E2R4,6100
P8N2Y5,35300
T5Y3J9,2700
H1V3C4,42500
L0G1N0,86600
V1P1A3,10000
K0B1L0,19300
N1R3V7,22000
J0E1A0,39100
H1Y3C8,5000
T3A2K6,99000
M2J3B1,2200
V0A1K0,94300
J3E0C8,5500
L4Z1N6,5500
T7P1W3,8300
J5Y1P9,8800
T2K4T1,2800
E3C1N9,5500
L8K2R8,3500
A1C4G3,4400
T4N0B6,7900
H1E7H3,4400
N4K5N5,1600
V3M6V6,21000
P5N1R6,2200
L4J6Z9,21000
R4H1A8,5300
N0A1N3,25500
J0G1P0,21000
L8S2G5,19581
B0N2T0,67500
T8V3L6,5300
L9H6L7,14000
J9J4E7,2800
A1L4A1,43000
L3B2K5,5100
V9W5N7,12100
L5A1Y7,4200
L5A2K7,5500
N0A1C0,95100
S7M5M8,15200
J9J0C8,16500
C0A1N0,142200
L6A4M5,11000
L4N7G4,3500
T2Z4R2,4800
S7V0X1,38500
P0V2W0,13300
P0W1L0,18700
V6J1E8,3300
E4R5E2,7900
R2J0T6,11000
L4J4V2,10500
V2X6K7,3300
T7X5B2,5500
N6H5H8,40600
K9A4J9,25600
V8X3H3,1500
L3X2Y9,2200
T3A6G8,63600
N3L2T8,5000
T2C2M4,2200
H3Z2H8,4200
V2R5N1,50200
E2V2H3,2200
V0R1K2,58500
V0N3A0,38800
S0H3X0,57700
S7N4S9,5000
M1T2Y3,10500
V2Y0E8,61800
L1R2Y2,11000
M9P0A1,9900
L7S1L6,16200
J2K0K6,10500
L7M0J9,165000
N7S4B3,3300
N2Z3C3,40000
T2T1N6,22000
M6S3T3,10000
T4X1V7,4300
E8K1J9,6600
R0C2Z0,248000
V0H1Z1,109400
J4V3B2,12000
V4T3K4,11000
L0S1R0,21500
T2T6W9,5500
V0E2G7,25500
V3V4J7,10500
L6V2Z7,2100
S0K4N0,48000
K1Z7C9,5200
T0A1A0,166900
P1H2J3,42100
J8N7B8,21000
T2E5K5,2800
K0G1N0,71000
T1S1X9,10020
H3T1W9,11000
T8V4W9,17600
G0X2N0,5000
B3T2A8,5500
N8A4V8,32000
K0M1G0,24600
M2P1V7,10100
R5G2A9,27500
V2R4R5,11000
V3E3A9,7900
T0E0S0,19600
H7T1S4,22000
K1C7E6,10500
N2G0C8,4400
T4E1M2,10500
V0R2P4,37500
T0L0Z0,838900
L1R2T7,2200
P1B2L2,8300
L8H5L7,41500
L4E4M5,5200
V2V4Z3,22000
K6J1J2,2200
V5K3S9,11000
T2E4T6,2400
V2W1M3,27000
M6S4Y8,13100
V1T0B6,12800
N3W1S2,4000
N5C3E4,10500
S7T0C6,10500
L5C2L9,10000
T1S1V1,5500
T3R1M4,15600
N0J1M0,34600
N6H5E2,500
T0J2M0,2700
T2J4L7,11000
S0G4Z0,48500
V1L6V6,53900
R5G1M1,19200
M4S1V2,4200
J6W5B9,5500
K2M0M7,11000
V2P6V2,5300
J0L2E0,33000
L6A4L3,5100
V0J1E0,259600
H1V2K5,4000
H1T3R9,5500
M1P5B6,5500
M6H2Z4,28500
N2P2Y3,11000
L9H6M5,5000
L6X3S8,2200
K2P2K5,22000
T3B0T8,2200
E8G1W4,10000
V5C2A7,10000
J7L3R5,2000
V1H1C8,22000
M6G2S2,5500
L0S1E3,6300
T4R2W5,25000
K2J0C2,13200
V8T2C2,50000
H1Z3K4,4400
J0K1S0,142000
J9H5B4,11000
L7G0K4,11000
L4M7E3,2200
B0K2A0,54700
L7R1V2,2200
P1L1W9,42000
L0A1B0,49900
V2Y1L7,5500
S0M0V0,122300
G1H6X3,10500
V8R5Y2,11000
M1H3K2,2000
T3L1X3,5000
L6W1J3,16000
L4X2R6,7300
T0E2M0,63600
L5L3T8,63000
S4A2A6,1200
T2J4Z2,8600
V1C6X8,70700
T0H2A0,34900
V3K2T5,2600
N5P3H7,10700
V8V3X1,19200
K4B1H8,11000
V6K3C4,62000
M2J4X7,2000
K7H1L9,11200
H4A2N1,4400
V2X2G3,2700
B3H2W8,11000
S0A0L1,21000
V1W5M5,249100
T9H3W8,5500
L6L1X3,4200
L1G5H8,5000
L6L6W8,3100
L0S1K0,27300
V2K4E4,5500
L4M1P8,11000
J2B8S6,4200
N4S7V9,49700
L6H4A7,55000
V0R2Y0,24700
N2C1Z4,5300
V2A6R5,22000
M5E1Z9,77600
V2R5B3,9100
V5C0C3,2200
J3L5T2,10500
V7R4A7,11000
V9B6A7,21000
T9S2A6,26500
M8W3C3,6600
N0H2T0,223600
R3N1B3,7800
N6L0A8,32000
V1J4M7,257200
H3M1Z6,21000
T7X0N4,9900
T3M0H7,2100
K7C0C4,152900
S6J1K9,23100
T4R3C2,4400
V0E1B4,164500
V9R6L7,2700
E4H2R8,15100
E3N1Y3,10600
L6S5V7,42000
K4M1C7,10500
T7Y3M8,13400
N0P1C0,94700
S4H2S8,2000
H3X2R1,2200
K2L1P7,5500
V3S1R4,14000
T4E1S5,8400
V7E4S9,18500
K7H3C9,20900
L9T1C3,22000
T2M3J6,31900
N5W0B9,6000
R0M2A0,5100
K8B0A2,5500
T0G0H0,313300
L5J2L8,8000
T6T1N1,8800
E2N1A8,4400
M4W3S5,3300
L9S0A5,10500
N4L1P8,10500
N9V2Y8,20800
T8G2E7,11000
T2J6Y7,4400
V3L1X2,3300
T3G5L1,7900
V9Z0T3,5500
V1H1W6,58100
K0A2T0,98000
J2Y1M4,4000
V1W4C9,33000
H4T1T3,189000
M1C3M6,5300
G9N5W9,10500
V3G2C9,5050
M3J1P3,9844
L5N2E9,21000
T7A2A2,40400
L9A2E7,20000
M4W1W9,10500
B0P1E0,68550
A1L1E8,12300
H3G0B8,3000
R6W1K4,22000
V8S4W1,2000
T9W0B6,11000
L0C1H0,4681000
K8H3E3,10000
K8V5A2,49600
L3Y1N3,31600
T0B4J2,16500
L1H7R9,481000
E2M0G7,5600
N0H2C1,49800
N8N1V4,11000
V7R2N2,5000
M1T1V1,31500
M5J2L9,20420
L5A3M4,24100
H4N1Z6,11000
J7X1A1,2200
Y0B1Y2,10800
B3M1N5,17200
V2W1C2,64600
H9A3J4,18600
H1Y0B1,4200
L4E3B2,5200
T2V3K3,33000
M5T1K5,15600
G2L2A3,8200
T0K1W0,219600
H3M2H1,5500
T4T1A6,5500
L2R4Y8,11000
J2G6T2,20000
M4A1K1,5500
V0E2Z0,100300
S0G1S0,14600
L7E2B7,15800
M9M0C9,4400
J0L2N0,1550
E2V2E1,3200
T2T4V1,16800
T0L0R0,16600
J0P1X0,98600
V6E1T8,29000
N9J1V2,9400
N2N2S8,2500
V4N4L2,2200
V2T5A6,33000
V0E1B7,31500
K4A3Z1,1000
V3Z9V2,22000
T9V3H5,525000
V2C5W5,11000
V0R1M0,21700
P0M2M0,10400
T7Z1C4,5300
K8A5T8,10000
H2V3T9,55000
T5R3E1,8000
V1V1Z5,2200
S7K7V3,10000
H4J1X6,3000
K0J1L0,53100
T4V2N1,21500
L3Z3E2,43300
V1J4N5,32000
N9E4R7,1000
N3Y2T2,10800
S7K3G3,3900
T0H1V0,21300
S9V1S6,94000
L6M3N8,11000
T2V4Z6,21400
N8H5R2,5500
L3T7L4,22000
L5L5P7,4000
V0B1G8,39200
K4P1P1,20600
L0R1A0,30300
T8A4R6,42000
V2B1Z1,10000
T0M0G0,32600
G2B1C3,2100
S0A3W0,13600
T4S2A4,33000
K7K5G8,3900
T9K1Z1,21000
V8G5P6,11000
R3B0B7,58400
H9S3S8,8100
M2L2S5,33000
V6K1H8,18700
J5R4W2,3500
V1Y6B7,2200
K0A1L0,408900
L3K5V3,16500
T4T2A2,97700
V4T3C4,11000
S4V1P1,5500
V0E2W2,19000
L4H3L2,5500
T4C1T9,4100
J7V9N6,8800
T3A6E1,16100
T6M2H4,5000
V0H1H5,26200
T4T1A7,1611000
V2K5Y2,11000
N0G2L3,32000
L0L1K0,142800
S7V1B8,5000
T9C1R6,154000
T4L1T4,22000
E3B9V2,4100
T6J0G2,33200
T3B2R4,3300
T9W1T2,10600
H7X1Z2,21000
M2N6M4,18500
L5J4B6,5500
T1J5M5,15000
V8G5A7,320000
P0A1G0,5900
T1V1P3,52500
V9G1J8,77000
M5P1P1,7500
L1S7N4,33000
T6T1E2,11000
L4H0E8,31000
L1C5H6,5500
V3R0X7,1100
K0K1T0,55400
T3H3C7,36500
T3N0P5,7100
N2Z0B8,10500
J8Z3H2,10500
S4A0B5,8200
H1C2G6,7600
V5L2Y9,2200
T1X2G9,5500
J8Y1J3,2100
T6X1L6,10000
A1C4N5,2200
T1S0M2,19200
V5C2J9,2200
V0E1E0,162400
M1C3H6,2800
J0N1E0,4200
V4K3X8,2100
T4G0M3,11000
G0A3K0,66100
S7J1A6,10500
V8B0N3,5000
T0M0X0,157400
V1L3Y3,10500
K9J7W9,2000
H4W1P1,14300
V2C6T7,9600
V6G1E5,31500
T0L2A0,138500
L9T1W1,11600
L6Y6E7,11000
S4A0M3,1100
M4J2P6,11000
B4G1A8,2000
S7L1H8,2500
L1G5S6,2800
L2P3B3,11000
T0J2P0,159200
V2N5W4,5500
M4T1M5,2000
T2N1A7,5500
J7V7Y5,5500
V3R3S6,5500
E5K8D6,2000
T2J1S6,5500
T9E4V4,2800
L5B2C9,10100
V2B6M7,10500
K7H3C6,72000
V9B4C1,600
L1C6E1,4800
C0B1T0,28400
V1J3N2,11000
V9L2L6,10100
V8A1T7,8300
N0R1A0,326300
R0G0J0,796300
G6H3H3,5500
N1S0A5,18100
V4N5L1,8000
V3E1N7,79300
L6L2X4,20000
M4S3G5,5000
L3V0K8,22000
L4G7S5,10000
H1R3R9,2100
V6E1L6,5300
R3N1Y3,2000
S0G5E0,39600
R2E1E3,3900
V2N5Y6,24800
V0R1X6,7600
P2N1B3,10400
R5J0B9,63533
P9N3T6,12000
V4V1G5,12000
P7G1S1,27500
G1C6S1,2800
N5C3R3,7700
L5W1K5,11100
L9T0M8,5500
N3T5M1,68400
V2P8C8,17600
G1G2J5,2100
S0K2T0,95000
N9G2R6,11000
R3T0C7,5400
N4V0A8,33500
V3Z2T7,5100
B2W1V3,2100
T8W1Y8,2800
L8J0H3,22800
T7X3L9,5500
L9C3Y9,11000
L7G5R4,38000
R0C3B0,4800
M5T1J7,5500
V5T4W1,3300
V9R2B2,12700
L1S6Z6,2000
M1N1N8,11000
L5M4Y1,157800
T4P1T1,21000
H1T1L1,12300
L9T5M3,3300
H7E5P2,105000
V9Z1L1,11000
S3N3Y2,5500
J6S6L9,15800
T3B0N7,5000
S4S5G3,10600
G7K1B6,8400
S9H3M1,10500
L9C1L6,5500
R0M1P0,56300
N0B2M0,41800
L3P1G3,2100
K8A6W4,58400
T2C2B4,202000
V2C1G5,20200
P0K1N0,25200
R3P2R2,21000
V4C2V1,22000
L4G7N3,8200
V2R5G4,21000
T3H3L9,32300
T1K7H8,5500
J2H0Z4,16300
N8H1M7,6500
L8L6K9,2400
K6J4R3,2800
T2A1E6,4400
J0Z1Y0,18300
V6B1B7,14200
V9A6Z7,5400
N7S1W1,23600
L3P1Y6,2200
T3H4V5,23700
T3L2K4,20000
R5G0W3,4400
T2R1H4,5500
N2A4L8,161800
K2M0H1,16500
V8N1A7,4400
L9C3C9,7600
